"","Items","quantity","price","total","y"
"2557","Package2",2,34.8,69.6,2019-05-08
"2558","Package3",4,34.9,139.6,2019-05-08
"2559","Package4",3,24.9,74.7,2019-05-08
"2560","Package5",4,24.8,99.2,2019-05-08
"2561","DriedBoquet1",1,49.5,49.5,2019-05-09
"2562","DriedBoquet2",3,41,123,2019-05-09
"2563","EucalyptSmudge",5,15.6,78,2019-05-09
"2564","SageSmudge",1,16.3,16.3,2019-05-09
"2565","RosePotpourri",1,12,12,2019-05-09
"2566","CDiskBamboo",4,29,116,2019-05-09
"2567","CDiskCoconut",3,26.9,80.7,2019-05-09
"2568","SmudgeBundle",4,53.3,213.2,2019-05-09
"2569","LoofahPack",5,12.1,60.5,2019-05-09
"2570","Package1",1,52.7,52.7,2019-05-09
"2571","BeeswaxCandle",1,27.2,27.2,2019-05-09
"2572","PackTeaCandles",2,8,16,2019-05-09
"2573","DreamPouch",2,18.8,37.6,2019-05-09
"2574","ParisPMirror",3,6.6,19.8,2019-05-09
"2575","MilanPMirror",1,5.7,5.7,2019-05-09
"2576","LoofahPack",1,29.4,29.4,2019-05-09
"2577","Package2",2,34.8,69.6,2019-05-09
"2578","Package3",4,34.9,139.6,2019-05-09
"2579","Package4",3,24.9,74.7,2019-05-09
"2580","Package5",4,24.8,99.2,2019-05-09
"2581","DriedBoquet1",1,49.5,49.5,2019-05-10
"2582","DriedBoquet2",3,41,123,2019-05-10
"2583","EucalyptSmudge",5,15.6,78,2019-05-10
"2584","SageSmudge",1,16.3,16.3,2019-05-10
"2585","RosePotpourri",1,12,12,2019-05-10
"2586","CDiskBamboo",4,29,116,2019-05-10
"2587","CDiskCoconut",3,26.9,80.7,2019-05-10
"2588","SmudgeBundle",4,53.3,213.2,2019-05-10
"2589","LoofahPack",5,12.1,60.5,2019-05-10
"2590","Package1",1,52.7,52.7,2019-05-10
"2591","BeeswaxCandle",1,27.2,27.2,2019-05-10
"2592","PackTeaCandles",2,8,16,2019-05-10
"2593","DreamPouch",2,18.8,37.6,2019-05-10
"2594","ParisPMirror",3,6.6,19.8,2019-05-10
"2595","MilanPMirror",1,5.7,5.7,2019-05-10
"2596","LoofahPack",1,29.4,29.4,2019-05-10
"2597","Package2",2,34.8,69.6,2019-05-10
"2598","Package3",4,34.9,139.6,2019-05-10
"2599","Package4",3,24.9,74.7,2019-05-10
"2600","Package5",4,24.8,99.2,2019-05-10
"2601","DriedBoquet1",1,49.5,49.5,2019-05-11
"2602","DriedBoquet2",3,41,123,2019-05-11
"2603","EucalyptSmudge",5,15.6,78,2019-05-11
"2604","SageSmudge",1,16.3,16.3,2019-05-11
"2605","RosePotpourri",1,12,12,2019-05-11
"2606","CDiskBamboo",4,29,116,2019-05-11
"2607","CDiskCoconut",3,26.9,80.7,2019-05-11
"2608","SmudgeBundle",4,53.3,213.2,2019-05-11
"2609","LoofahPack",5,12.1,60.5,2019-05-11
"2610","Package1",1,52.7,52.7,2019-05-11
"2611","BeeswaxCandle",1,27.2,27.2,2019-05-11
"2612","PackTeaCandles",2,8,16,2019-05-11
"2613","DreamPouch",2,18.8,37.6,2019-05-11
"2614","ParisPMirror",3,6.6,19.8,2019-05-11
"2615","MilanPMirror",1,5.7,5.7,2019-05-11
"2616","LoofahPack",1,29.4,29.4,2019-05-11
"2617","Package2",2,34.8,69.6,2019-05-11
"2618","Package3",4,34.9,139.6,2019-05-11
"2619","Package4",3,24.9,74.7,2019-05-11
"2620","Package5",4,24.8,99.2,2019-05-11
"2621","DriedBoquet1",1,49.5,49.5,2019-05-12
"2622","DriedBoquet2",3,41,123,2019-05-12
"2623","EucalyptSmudge",5,15.6,78,2019-05-12
"2624","SageSmudge",1,16.3,16.3,2019-05-12
"2625","RosePotpourri",1,12,12,2019-05-12
"2626","CDiskBamboo",4,29,116,2019-05-12
"2627","CDiskCoconut",3,26.9,80.7,2019-05-12
"2628","SmudgeBundle",4,53.3,213.2,2019-05-12
"2629","LoofahPack",5,12.1,60.5,2019-05-12
"2630","Package1",1,52.7,52.7,2019-05-12
"2631","BeeswaxCandle",1,27.2,27.2,2019-05-12
"2632","PackTeaCandles",2,8,16,2019-05-12
"2633","DreamPouch",2,18.8,37.6,2019-05-12
"2634","ParisPMirror",3,6.6,19.8,2019-05-12
"2635","MilanPMirror",1,5.7,5.7,2019-05-12
"2636","LoofahPack",1,29.4,29.4,2019-05-12
"2637","Package2",2,34.8,69.6,2019-05-12
"2638","Package3",4,34.9,139.6,2019-05-12
"2639","Package4",3,24.9,74.7,2019-05-12
"2640","Package5",4,24.8,99.2,2019-05-12
"2641","DriedBoquet1",1,49.5,49.5,2019-05-13
"2642","DriedBoquet2",3,41,123,2019-05-13
"2643","EucalyptSmudge",5,15.6,78,2019-05-13
"2644","SageSmudge",1,16.3,16.3,2019-05-13
"2645","RosePotpourri",1,12,12,2019-05-13
"2646","CDiskBamboo",4,29,116,2019-05-13
"2647","CDiskCoconut",3,26.9,80.7,2019-05-13
"2648","SmudgeBundle",4,53.3,213.2,2019-05-13
"2649","LoofahPack",5,12.1,60.5,2019-05-13
"2650","Package1",1,52.7,52.7,2019-05-13
"2651","BeeswaxCandle",1,27.2,27.2,2019-05-13
"2652","PackTeaCandles",2,8,16,2019-05-13
"2653","DreamPouch",2,18.8,37.6,2019-05-13
"2654","ParisPMirror",3,6.6,19.8,2019-05-13
"2655","MilanPMirror",1,5.7,5.7,2019-05-13
"2656","LoofahPack",1,29.4,29.4,2019-05-13
"2657","Package2",2,34.8,69.6,2019-05-13
"2658","Package3",4,34.9,139.6,2019-05-13
"2659","Package4",3,24.9,74.7,2019-05-13
"2660","Package5",4,24.8,99.2,2019-05-13
"2661","DriedBoquet1",1,49.5,49.5,2019-05-14
"2662","DriedBoquet2",3,41,123,2019-05-14
"2663","EucalyptSmudge",5,15.6,78,2019-05-14
"2664","SageSmudge",1,16.3,16.3,2019-05-14
"2665","RosePotpourri",1,12,12,2019-05-14
"2666","CDiskBamboo",4,29,116,2019-05-14
"2667","CDiskCoconut",3,26.9,80.7,2019-05-14
"2668","SmudgeBundle",4,53.3,213.2,2019-05-14
"2669","LoofahPack",5,12.1,60.5,2019-05-14
"2670","Package1",1,52.7,52.7,2019-05-14
"2671","BeeswaxCandle",1,27.2,27.2,2019-05-14
"2672","PackTeaCandles",2,8,16,2019-05-14
"2673","DreamPouch",2,18.8,37.6,2019-05-14
"2674","ParisPMirror",3,6.6,19.8,2019-05-14
"2675","MilanPMirror",1,5.7,5.7,2019-05-14
"2676","LoofahPack",1,29.4,29.4,2019-05-14
"2677","Package2",2,34.8,69.6,2019-05-14
"2678","Package3",4,34.9,139.6,2019-05-14
"2679","Package4",3,24.9,74.7,2019-05-14
"2680","Package5",4,24.8,99.2,2019-05-14
"2681","DriedBoquet1",1,49.5,49.5,2019-05-15
"2682","DriedBoquet2",3,41,123,2019-05-15
"2683","EucalyptSmudge",5,15.6,78,2019-05-15
"2684","SageSmudge",1,16.3,16.3,2019-05-15
"2685","RosePotpourri",1,12,12,2019-05-15
"2686","CDiskBamboo",4,29,116,2019-05-15
"2687","CDiskCoconut",3,26.9,80.7,2019-05-15
"2688","SmudgeBundle",4,53.3,213.2,2019-05-15
"2689","LoofahPack",5,12.1,60.5,2019-05-15
"2690","Package1",1,52.7,52.7,2019-05-15
"2691","BeeswaxCandle",1,27.2,27.2,2019-05-15
"2692","PackTeaCandles",2,8,16,2019-05-15
"2693","DreamPouch",2,18.8,37.6,2019-05-15
"2694","ParisPMirror",3,6.6,19.8,2019-05-15
"2695","MilanPMirror",1,5.7,5.7,2019-05-15
"2696","LoofahPack",1,29.4,29.4,2019-05-15
"2697","Package2",2,34.8,69.6,2019-05-15
"2698","Package3",4,34.9,139.6,2019-05-15
"2699","Package4",3,24.9,74.7,2019-05-15
"2700","Package5",4,24.8,99.2,2019-05-15
"2701","DriedBoquet1",1,49.5,49.5,2019-05-16
"2702","DriedBoquet2",3,41,123,2019-05-16
"2703","EucalyptSmudge",5,15.6,78,2019-05-16
"2704","SageSmudge",1,16.3,16.3,2019-05-16
"2705","RosePotpourri",1,12,12,2019-05-16
"2706","CDiskBamboo",4,29,116,2019-05-16
"2707","CDiskCoconut",3,26.9,80.7,2019-05-16
"2708","SmudgeBundle",4,53.3,213.2,2019-05-16
"2709","LoofahPack",5,12.1,60.5,2019-05-16
"2710","Package1",1,52.7,52.7,2019-05-16
"2711","BeeswaxCandle",1,27.2,27.2,2019-05-16
"2712","PackTeaCandles",2,8,16,2019-05-16
"2713","DreamPouch",2,18.8,37.6,2019-05-16
"2714","ParisPMirror",3,6.6,19.8,2019-05-16
"2715","MilanPMirror",1,5.7,5.7,2019-05-16
"2716","LoofahPack",1,29.4,29.4,2019-05-16
"2717","Package2",2,34.8,69.6,2019-05-16
"2718","Package3",4,34.9,139.6,2019-05-16
"2719","Package4",3,24.9,74.7,2019-05-16
"2720","Package5",4,24.8,99.2,2019-05-16
"2721","DriedBoquet1",1,49.5,49.5,2019-05-17
"2722","DriedBoquet2",3,41,123,2019-05-17
"2723","EucalyptSmudge",5,15.6,78,2019-05-17
"2724","SageSmudge",1,16.3,16.3,2019-05-17
"2725","RosePotpourri",1,12,12,2019-05-17
"2726","CDiskBamboo",4,29,116,2019-05-17
"2727","CDiskCoconut",3,26.9,80.7,2019-05-17
"2728","SmudgeBundle",4,53.3,213.2,2019-05-17
"2729","LoofahPack",5,12.1,60.5,2019-05-17
"2730","Package1",1,52.7,52.7,2019-05-17
"2731","BeeswaxCandle",1,27.2,27.2,2019-05-17
"2732","PackTeaCandles",2,8,16,2019-05-17
"2733","DreamPouch",2,18.8,37.6,2019-05-17
"2734","ParisPMirror",3,6.6,19.8,2019-05-17
"2735","MilanPMirror",1,5.7,5.7,2019-05-17
"2736","LoofahPack",1,29.4,29.4,2019-05-17
"2737","Package2",2,34.8,69.6,2019-05-17
"2738","Package3",4,34.9,139.6,2019-05-17
"2739","Package4",3,24.9,74.7,2019-05-17
"2740","Package5",4,24.8,99.2,2019-05-17
"2741","DriedBoquet1",1,49.5,49.5,2019-05-18
"2742","DriedBoquet2",3,41,123,2019-05-18
"2743","EucalyptSmudge",5,15.6,78,2019-05-18
"2744","SageSmudge",1,16.3,16.3,2019-05-18
"2745","RosePotpourri",1,12,12,2019-05-18
"2746","CDiskBamboo",4,29,116,2019-05-18
"2747","CDiskCoconut",3,26.9,80.7,2019-05-18
"2748","SmudgeBundle",4,53.3,213.2,2019-05-18
"2749","LoofahPack",5,12.1,60.5,2019-05-18
"2750","Package1",1,52.7,52.7,2019-05-18
"2751","BeeswaxCandle",1,27.2,27.2,2019-05-18
"2752","PackTeaCandles",2,8,16,2019-05-18
"2753","DreamPouch",2,18.8,37.6,2019-05-18
"2754","ParisPMirror",3,6.6,19.8,2019-05-18
"2755","MilanPMirror",1,5.7,5.7,2019-05-18
"2756","LoofahPack",1,29.4,29.4,2019-05-18
"2757","Package2",2,34.8,69.6,2019-05-18
"2758","Package3",4,34.9,139.6,2019-05-18
"2759","Package4",3,24.9,74.7,2019-05-18
"2760","Package5",4,24.8,99.2,2019-05-18
"2761","DriedBoquet1",1,49.5,49.5,2019-05-19
"2762","DriedBoquet2",3,41,123,2019-05-19
"2763","EucalyptSmudge",5,15.6,78,2019-05-19
"2764","SageSmudge",1,16.3,16.3,2019-05-19
"2765","RosePotpourri",1,12,12,2019-05-19
"2766","CDiskBamboo",4,29,116,2019-05-19
"2767","CDiskCoconut",3,26.9,80.7,2019-05-19
"2768","SmudgeBundle",4,53.3,213.2,2019-05-19
"2769","LoofahPack",5,12.1,60.5,2019-05-19
"2770","Package1",1,52.7,52.7,2019-05-19
"2771","BeeswaxCandle",1,27.2,27.2,2019-05-19
"2772","PackTeaCandles",2,8,16,2019-05-19
"2773","DreamPouch",2,18.8,37.6,2019-05-19
"2774","ParisPMirror",3,6.6,19.8,2019-05-19
"2775","MilanPMirror",1,5.7,5.7,2019-05-19
"2776","LoofahPack",1,29.4,29.4,2019-05-19
"2777","Package2",2,34.8,69.6,2019-05-19
"2778","Package3",4,34.9,139.6,2019-05-19
"2779","Package4",3,24.9,74.7,2019-05-19
"2780","Package5",4,24.8,99.2,2019-05-19
"2781","DriedBoquet1",1,49.5,49.5,2019-05-20
"2782","DriedBoquet2",3,41,123,2019-05-20
"2783","EucalyptSmudge",5,15.6,78,2019-05-20
"2784","SageSmudge",1,16.3,16.3,2019-05-20
"2785","RosePotpourri",1,12,12,2019-05-20
"2786","CDiskBamboo",4,29,116,2019-05-20
"2787","CDiskCoconut",3,26.9,80.7,2019-05-20
"2788","SmudgeBundle",4,53.3,213.2,2019-05-20
"2789","LoofahPack",5,12.1,60.5,2019-05-20
"2790","Package1",1,52.7,52.7,2019-05-20
"2791","BeeswaxCandle",1,27.2,27.2,2019-05-20
"2792","PackTeaCandles",2,8,16,2019-05-20
"2793","DreamPouch",2,18.8,37.6,2019-05-20
"2794","ParisPMirror",3,6.6,19.8,2019-05-20
"2795","MilanPMirror",1,5.7,5.7,2019-05-20
"2796","LoofahPack",1,29.4,29.4,2019-05-20
"2797","Package2",2,34.8,69.6,2019-05-20
"2798","Package3",4,34.9,139.6,2019-05-20
"2799","Package4",3,24.9,74.7,2019-05-20
"2800","Package5",4,24.8,99.2,2019-05-20
"2801","DriedBoquet1",1,49.5,49.5,2019-05-21
"2802","DriedBoquet2",3,41,123,2019-05-21
"2803","EucalyptSmudge",5,15.6,78,2019-05-21
"2804","SageSmudge",1,16.3,16.3,2019-05-21
"2805","RosePotpourri",1,12,12,2019-05-21
"2806","CDiskBamboo",4,29,116,2019-05-21
"2807","CDiskCoconut",3,26.9,80.7,2019-05-21
"2808","SmudgeBundle",4,53.3,213.2,2019-05-21
"2809","LoofahPack",5,12.1,60.5,2019-05-21
"2810","Package1",1,52.7,52.7,2019-05-21
"2811","BeeswaxCandle",1,27.2,27.2,2019-05-21
"2812","PackTeaCandles",2,8,16,2019-05-21
"2813","DreamPouch",2,18.8,37.6,2019-05-21
"2814","ParisPMirror",3,6.6,19.8,2019-05-21
"2815","MilanPMirror",1,5.7,5.7,2019-05-21
"2816","LoofahPack",1,29.4,29.4,2019-05-21
"2817","Package2",2,34.8,69.6,2019-05-21
"2818","Package3",4,34.9,139.6,2019-05-21
"2819","Package4",3,24.9,74.7,2019-05-21
"2820","Package5",4,24.8,99.2,2019-05-21
"2821","DriedBoquet1",1,49.5,49.5,2019-05-22
"2822","DriedBoquet2",3,41,123,2019-05-22
"2823","EucalyptSmudge",5,15.6,78,2019-05-22
"2824","SageSmudge",1,16.3,16.3,2019-05-22
"2825","RosePotpourri",1,12,12,2019-05-22
"2826","CDiskBamboo",4,29,116,2019-05-22
"2827","CDiskCoconut",3,26.9,80.7,2019-05-22
"2828","SmudgeBundle",4,53.3,213.2,2019-05-22
"2829","LoofahPack",5,12.1,60.5,2019-05-22
"2830","Package1",1,52.7,52.7,2019-05-22
"2831","BeeswaxCandle",1,27.2,27.2,2019-05-22
"2832","PackTeaCandles",2,8,16,2019-05-22
"2833","DreamPouch",2,18.8,37.6,2019-05-22
"2834","ParisPMirror",3,6.6,19.8,2019-05-22
"2835","MilanPMirror",1,5.7,5.7,2019-05-22
"2836","LoofahPack",1,29.4,29.4,2019-05-22
"2837","Package2",2,34.8,69.6,2019-05-22
"2838","Package3",4,34.9,139.6,2019-05-22
"2839","Package4",3,24.9,74.7,2019-05-22
"2840","Package5",4,24.8,99.2,2019-05-22
"2841","DriedBoquet1",1,49.5,49.5,2019-05-23
"2842","DriedBoquet2",3,41,123,2019-05-23
"2843","EucalyptSmudge",5,15.6,78,2019-05-23
"2844","SageSmudge",1,16.3,16.3,2019-05-23
"2845","RosePotpourri",1,12,12,2019-05-23
"2846","CDiskBamboo",4,29,116,2019-05-23
"2847","CDiskCoconut",3,26.9,80.7,2019-05-23
"2848","SmudgeBundle",4,53.3,213.2,2019-05-23
"2849","LoofahPack",5,12.1,60.5,2019-05-23
"2850","Package1",1,52.7,52.7,2019-05-23
"2851","BeeswaxCandle",1,27.2,27.2,2019-05-23
"2852","PackTeaCandles",2,8,16,2019-05-23
"2853","DreamPouch",2,18.8,37.6,2019-05-23
"2854","ParisPMirror",3,6.6,19.8,2019-05-23
"2855","MilanPMirror",1,5.7,5.7,2019-05-23
"2856","LoofahPack",1,29.4,29.4,2019-05-23
"2857","Package2",2,34.8,69.6,2019-05-23
"2858","Package3",4,34.9,139.6,2019-05-23
"2859","Package4",3,24.9,74.7,2019-05-23
"2860","Package5",4,24.8,99.2,2019-05-23
"2861","DriedBoquet1",1,49.5,49.5,2019-05-24
"2862","DriedBoquet2",3,41,123,2019-05-24
"2863","EucalyptSmudge",5,15.6,78,2019-05-24
"2864","SageSmudge",1,16.3,16.3,2019-05-24
"2865","RosePotpourri",1,12,12,2019-05-24
"2866","CDiskBamboo",4,29,116,2019-05-24
"2867","CDiskCoconut",3,26.9,80.7,2019-05-24
"2868","SmudgeBundle",4,53.3,213.2,2019-05-24
"2869","LoofahPack",5,12.1,60.5,2019-05-24
"2870","Package1",1,52.7,52.7,2019-05-24
"2871","BeeswaxCandle",1,27.2,27.2,2019-05-24
"2872","PackTeaCandles",2,8,16,2019-05-24
"2873","DreamPouch",2,18.8,37.6,2019-05-24
"2874","ParisPMirror",3,6.6,19.8,2019-05-24
"2875","MilanPMirror",1,5.7,5.7,2019-05-24
"2876","LoofahPack",1,29.4,29.4,2019-05-24
"2877","Package2",2,34.8,69.6,2019-05-24
"2878","Package3",4,34.9,139.6,2019-05-24
"2879","Package4",3,24.9,74.7,2019-05-24
"2880","Package5",4,24.8,99.2,2019-05-24
"2881","DriedBoquet1",1,49.5,49.5,2019-05-25
"2882","DriedBoquet2",3,41,123,2019-05-25
"2883","EucalyptSmudge",5,15.6,78,2019-05-25
"2884","SageSmudge",1,16.3,16.3,2019-05-25
"2885","RosePotpourri",1,12,12,2019-05-25
"2886","CDiskBamboo",4,29,116,2019-05-25
"2887","CDiskCoconut",3,26.9,80.7,2019-05-25
"2888","SmudgeBundle",4,53.3,213.2,2019-05-25
"2889","LoofahPack",5,12.1,60.5,2019-05-25
"2890","Package1",1,52.7,52.7,2019-05-25
"2891","BeeswaxCandle",1,27.2,27.2,2019-05-25
"2892","PackTeaCandles",2,8,16,2019-05-25
"2893","DreamPouch",2,18.8,37.6,2019-05-25
"2894","ParisPMirror",3,6.6,19.8,2019-05-25
"2895","MilanPMirror",1,5.7,5.7,2019-05-25
"2896","LoofahPack",1,29.4,29.4,2019-05-25
"2897","Package2",2,34.8,69.6,2019-05-25
"2898","Package3",4,34.9,139.6,2019-05-25
"2899","Package4",3,24.9,74.7,2019-05-25
"2900","Package5",4,24.8,99.2,2019-05-25
"2901","DriedBoquet1",1,49.5,49.5,2019-05-26
"2902","DriedBoquet2",3,41,123,2019-05-26
"2903","EucalyptSmudge",5,15.6,78,2019-05-26
"2904","SageSmudge",1,16.3,16.3,2019-05-26
"2905","RosePotpourri",1,12,12,2019-05-26
"2906","CDiskBamboo",4,29,116,2019-05-26
"2907","CDiskCoconut",3,26.9,80.7,2019-05-26
"2908","SmudgeBundle",4,53.3,213.2,2019-05-26
"2909","LoofahPack",5,12.1,60.5,2019-05-26
"2910","Package1",1,52.7,52.7,2019-05-26
"2911","BeeswaxCandle",1,27.2,27.2,2019-05-26
"2912","PackTeaCandles",2,8,16,2019-05-26
"2913","DreamPouch",2,18.8,37.6,2019-05-26
"2914","ParisPMirror",3,6.6,19.8,2019-05-26
"2915","MilanPMirror",1,5.7,5.7,2019-05-26
"2916","LoofahPack",1,29.4,29.4,2019-05-26
"2917","Package2",2,34.8,69.6,2019-05-26
"2918","Package3",4,34.9,139.6,2019-05-26
"2919","Package4",3,24.9,74.7,2019-05-26
"2920","Package5",4,24.8,99.2,2019-05-26
"2921","DriedBoquet1",1,49.5,49.5,2019-05-27
"2922","DriedBoquet2",3,41,123,2019-05-27
"2923","EucalyptSmudge",5,15.6,78,2019-05-27
"2924","SageSmudge",1,16.3,16.3,2019-05-27
"2925","RosePotpourri",1,12,12,2019-05-27
"2926","CDiskBamboo",4,29,116,2019-05-27
"2927","CDiskCoconut",3,26.9,80.7,2019-05-27
"2928","SmudgeBundle",4,53.3,213.2,2019-05-27
"2929","LoofahPack",5,12.1,60.5,2019-05-27
"2930","Package1",1,52.7,52.7,2019-05-27
"2931","BeeswaxCandle",1,27.2,27.2,2019-05-27
"2932","PackTeaCandles",2,8,16,2019-05-27
"2933","DreamPouch",2,18.8,37.6,2019-05-27
"2934","ParisPMirror",3,6.6,19.8,2019-05-27
"2935","MilanPMirror",1,5.7,5.7,2019-05-27
"2936","LoofahPack",1,29.4,29.4,2019-05-27
"2937","Package2",2,34.8,69.6,2019-05-27
"2938","Package3",4,34.9,139.6,2019-05-27
"2939","Package4",3,24.9,74.7,2019-05-27
"2940","Package5",4,24.8,99.2,2019-05-27
"2941","DriedBoquet1",1,49.5,49.5,2019-05-28
"2942","DriedBoquet2",3,41,123,2019-05-28
"2943","EucalyptSmudge",5,15.6,78,2019-05-28
"2944","SageSmudge",1,16.3,16.3,2019-05-28
"2945","RosePotpourri",1,12,12,2019-05-28
"2946","CDiskBamboo",4,29,116,2019-05-28
"2947","CDiskCoconut",3,26.9,80.7,2019-05-28
"2948","SmudgeBundle",4,53.3,213.2,2019-05-28
"2949","LoofahPack",5,12.1,60.5,2019-05-28
"2950","Package1",1,52.7,52.7,2019-05-28
"2951","BeeswaxCandle",1,27.2,27.2,2019-05-28
"2952","PackTeaCandles",2,8,16,2019-05-28
"2953","DreamPouch",2,18.8,37.6,2019-05-28
"2954","ParisPMirror",3,6.6,19.8,2019-05-28
"2955","MilanPMirror",1,5.7,5.7,2019-05-28
"2956","LoofahPack",1,29.4,29.4,2019-05-28
"2957","Package2",2,34.8,69.6,2019-05-28
"2958","Package3",4,34.9,139.6,2019-05-28
"2959","Package4",3,24.9,74.7,2019-05-28
"2960","Package5",4,24.8,99.2,2019-05-28
"2961","DriedBoquet1",1,49.5,49.5,2019-05-29
"2962","DriedBoquet2",3,41,123,2019-05-29
"2963","EucalyptSmudge",5,15.6,78,2019-05-29
"2964","SageSmudge",1,16.3,16.3,2019-05-29
"2965","RosePotpourri",1,12,12,2019-05-29
"2966","CDiskBamboo",4,29,116,2019-05-29
"2967","CDiskCoconut",3,26.9,80.7,2019-05-29
"2968","SmudgeBundle",4,53.3,213.2,2019-05-29
"2969","LoofahPack",5,12.1,60.5,2019-05-29
"2970","Package1",1,52.7,52.7,2019-05-29
"2971","BeeswaxCandle",1,27.2,27.2,2019-05-29
"2972","PackTeaCandles",2,8,16,2019-05-29
"2973","DreamPouch",2,18.8,37.6,2019-05-29
"2974","ParisPMirror",3,6.6,19.8,2019-05-29
"2975","MilanPMirror",1,5.7,5.7,2019-05-29
"2976","LoofahPack",1,29.4,29.4,2019-05-29
"2977","Package2",2,34.8,69.6,2019-05-29
"2978","Package3",4,34.9,139.6,2019-05-29
"2979","Package4",3,24.9,74.7,2019-05-29
"2980","Package5",4,24.8,99.2,2019-05-29
"2981","DriedBoquet1",1,49.5,49.5,2019-05-30
"2982","DriedBoquet2",3,41,123,2019-05-30
"2983","EucalyptSmudge",5,15.6,78,2019-05-30
"2984","SageSmudge",1,16.3,16.3,2019-05-30
"2985","RosePotpourri",1,12,12,2019-05-30
"2986","CDiskBamboo",4,29,116,2019-05-30
"2987","CDiskCoconut",3,26.9,80.7,2019-05-30
"2988","SmudgeBundle",4,53.3,213.2,2019-05-30
"2989","LoofahPack",5,12.1,60.5,2019-05-30
"2990","Package1",1,52.7,52.7,2019-05-30
"2991","BeeswaxCandle",1,27.2,27.2,2019-05-30
"2992","PackTeaCandles",2,8,16,2019-05-30
"2993","DreamPouch",2,18.8,37.6,2019-05-30
"2994","ParisPMirror",3,6.6,19.8,2019-05-30
"2995","MilanPMirror",1,5.7,5.7,2019-05-30
"2996","LoofahPack",1,29.4,29.4,2019-05-30
"2997","Package2",2,34.8,69.6,2019-05-30
"2998","Package3",4,34.9,139.6,2019-05-30
"2999","Package4",3,24.9,74.7,2019-05-30
"3000","Package5",4,24.8,99.2,2019-05-30
"3001","DriedBoquet1",1,49.5,49.5,2019-05-31
"3002","DriedBoquet2",3,41,123,2019-05-31
"3003","EucalyptSmudge",5,15.6,78,2019-05-31
"3004","SageSmudge",1,16.3,16.3,2019-05-31
"3005","RosePotpourri",1,12,12,2019-05-31
"3006","CDiskBamboo",4,29,116,2019-05-31
"3007","CDiskCoconut",3,26.9,80.7,2019-05-31
"3008","SmudgeBundle",4,53.3,213.2,2019-05-31
"3009","LoofahPack",5,12.1,60.5,2019-05-31
"3010","Package1",1,52.7,52.7,2019-05-31
"3011","BeeswaxCandle",1,27.2,27.2,2019-05-31
"3012","PackTeaCandles",2,8,16,2019-05-31
"3013","DreamPouch",2,18.8,37.6,2019-05-31
"3014","ParisPMirror",3,6.6,19.8,2019-05-31
"3015","MilanPMirror",1,5.7,5.7,2019-05-31
"3016","LoofahPack",1,29.4,29.4,2019-05-31
"3017","Package2",2,34.8,69.6,2019-05-31
"3018","Package3",4,34.9,139.6,2019-05-31
"3019","Package4",3,24.9,74.7,2019-05-31
"3020","Package5",4,24.8,99.2,2019-05-31
"3021","DriedBoquet1",1,49.5,49.5,2019-06-01
"3022","DriedBoquet2",3,41,123,2019-06-01
"3023","EucalyptSmudge",5,15.6,78,2019-06-01
"3024","SageSmudge",1,16.3,16.3,2019-06-01
"3025","RosePotpourri",1,12,12,2019-06-01
"3026","CDiskBamboo",4,29,116,2019-06-01
"3027","CDiskCoconut",3,26.9,80.7,2019-06-01
"3028","SmudgeBundle",4,53.3,213.2,2019-06-01
"3029","LoofahPack",5,12.1,60.5,2019-06-01
"3030","Package1",1,52.7,52.7,2019-06-01
"3031","BeeswaxCandle",1,27.2,27.2,2019-06-01
"3032","PackTeaCandles",2,8,16,2019-06-01
"3033","DreamPouch",2,18.8,37.6,2019-06-01
"3034","ParisPMirror",3,6.6,19.8,2019-06-01
"3035","MilanPMirror",1,5.7,5.7,2019-06-01
"3036","LoofahPack",1,29.4,29.4,2019-06-01
"3037","Package2",2,34.8,69.6,2019-06-01
"3038","Package3",4,34.9,139.6,2019-06-01
"3039","Package4",3,24.9,74.7,2019-06-01
"3040","Package5",4,24.8,99.2,2019-06-01
"3041","DriedBoquet1",1,49.5,49.5,2019-06-02
"3042","DriedBoquet2",3,41,123,2019-06-02
"3043","EucalyptSmudge",5,15.6,78,2019-06-02
"3044","SageSmudge",1,16.3,16.3,2019-06-02
"3045","RosePotpourri",1,12,12,2019-06-02
"3046","CDiskBamboo",4,29,116,2019-06-02
"3047","CDiskCoconut",3,26.9,80.7,2019-06-02
"3048","SmudgeBundle",4,53.3,213.2,2019-06-02
"3049","LoofahPack",5,12.1,60.5,2019-06-02
"3050","Package1",1,52.7,52.7,2019-06-02
"3051","BeeswaxCandle",1,27.2,27.2,2019-06-02
"3052","PackTeaCandles",2,8,16,2019-06-02
"3053","DreamPouch",2,18.8,37.6,2019-06-02
"3054","ParisPMirror",3,6.6,19.8,2019-06-02
"3055","MilanPMirror",1,5.7,5.7,2019-06-02
"3056","LoofahPack",1,29.4,29.4,2019-06-02
"3057","Package2",2,34.8,69.6,2019-06-02
"3058","Package3",4,34.9,139.6,2019-06-02
"3059","Package4",3,24.9,74.7,2019-06-02
"3060","Package5",4,24.8,99.2,2019-06-02
"3061","DriedBoquet1",1,49.5,49.5,2019-06-03
"3062","DriedBoquet2",3,41,123,2019-06-03
"3063","EucalyptSmudge",5,15.6,78,2019-06-03
"3064","SageSmudge",1,16.3,16.3,2019-06-03
"3065","RosePotpourri",1,12,12,2019-06-03
"3066","CDiskBamboo",4,29,116,2019-06-03
